Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
Windows 7 / **** Desktop / Tablet Support,People Source Consulting,4400,Fixed Term Contract,Information Technology,6/01/2013 15:00,Oxfordshire,FULL TIME,8/10/2012 15:00
C++ Developer | C++ Software Engineer  Cambridge,JOBG8,3541.67,Permanent,Information Technology,12/07/2012 12:00,UK,FULL TIME,13/05/2012 12:00
PHP Developer ( Warrington ),IT Executive Recruitment,1750,Permanent,Information Technology,15/08/2013 0:00,Cheshire,FULL TIME,16/06/2013 0:00
SAN Storage Engineer  Storage Area Network Engineer,Reflex Computer Recruitment Limited,4666.67,Permanent,Information Technology,9/03/2014 0:00,London,FULL TIME,9/12/2013 0:00
"C / C++ Software Developer OOA, OOD, 3D modelling",Reflex Computer Recruitment Limited,2208.33,Permanent,Information Technology,9/04/2012 12:00,Surrey,FULL TIME,9/02/2012 12:00
SQL Server Database Administrator  SQL DBA  SQLServer,Reflex Computer Recruitment Limited,3833.33,Permanent,Information Technology,19/06/2012 15:00,London,FULL TIME,20/04/2012 15:00
"Media Sales Executive, Publishing Company",NFP GROUP Ltd,4583.33,Permanent,Information Technology,27/12/2013 15:00,Berkshire,FULL TIME,28/10/2013 15:00
Software Architect / Senior Java Designer MultiTier / Spring,Reflex Computer Recruitment Limited,5416.67,Permanent,Information Technology,7/07/2012 0:00,Bedfordshire,FULL TIME,8/05/2012 0:00
Commis Vere Venues Ltd   Whites,Nexers,990.33,Permanent,Information Technology,2/01/2014 15:00,Bolton,,4/10/2013 15:00
Senior Buyer  Fast Growing Ecommerce Company   London  ****K ,Voga.com,3749.92,Permanent,Information Technology,8/12/2013 12:00,London,,8/11/2013 12:00
Examinations Manager   Ref: SMT ****,Cambridge Regional College,2083.25,Permanent,Information Technology,28/04/2012 12:00,Cambridge,,29/01/2012 12:00
Head Chef Busy Restaurant Stratford ****k Bonus,Berkeley Scott,3000,,Hospitality and Catering,2/09/2012 12:00,London,,4/07/2012 12:00
General Manager ****k pw Flagship Restaurant Operation Brighton ****k,PTHR International Restaurants & Bars,3166.67,,Hospitality and Catering,26/06/2013 15:00,Brighton,,27/04/2013 15:00
Assistant Manager  Award Winning Fresh Food Group  Central London,PTHR International Restaurants & Bars,1895.83,,Hospitality and Catering,21/08/2012 0:00,London,,22/06/2012 0:00
Assistant Manager  Award Winning Fresh Food Group  Milton Keynes,PTHR International Restaurants & Bars,1895.83,,Hospitality and Catering,28/11/2013 12:00,Milton Keynes,,29/10/2013 12:00
Assistant Manager  Award Winning Fresh Food Group  Portsmouth,PTHR International Restaurants & Bars,1895.83,,Hospitality and Catering,7/11/2012 15:00,Portsmouth,,8/09/2012 15:00
Deputy Manager  Gastro Pub  Warwickshire  ****K  ****K  ****K Tips,Chefology,1875,,Hospitality and Catering,21/01/2013 0:00,Stratford-Upon-Avon,,22/11/2012 0:00
Restaurant Manager  Henley on Thames,Renard Resources,3166.67,,Hospitality and Catering,8/11/2013 12:00,Henley-On-Thames,,9/09/2013 12:00
Head Bar Tender,James Webber Recruitment,1791.67,,Hospitality and Catering,30/01/2013 0:00,Reading,,1/12/2012 0:00
Banqueting Sous Needed for Popular London Restaurant and Events Venue,Andrew Swift,2291.67,,Hospitality and Catering,10/07/2012 0:00,South East London,,11/05/2012 0:00
Chef de Partie Fine Dining / Michelin CuisineLondon ****,Hamilton Mayday,1791.67,,Hospitality and Catering,22/04/2013 12:00,South East London,,21/02/2013 12:00
Chef de Partie London Monday to Friday ****,Hamilton Mayday,1708.33,,Hospitality and Catering,17/11/2012 15:00,South East London,,3/11/2012 15:00
Head Chef  High End Quality Driven Progressive Pub Company Hampshire,JAP Associates,2416.67,,Hospitality and Catering,29/03/2012 0:00,Hampshire,,29/01/2012 0:00
Chester  Restaurant Manager  Excellent Food  ****,Gateway Hospitality Recruitment,2291.67,,Hospitality and Catering,12/08/2012 0:00,Chester,,13/06/2012 0:00
Accounts Payable Supervisor  De Vere Venues Ltd – Group Office,i resourcer,1791.67,,Hospitality and Catering,29/06/2012 15:00,UK,,15/06/2012 15:00
EI/POS net developer,JobG8,5000,,Information Technology,7/06/2013 12:00,UK,,8/04/2013 12:00
Web Applications Officer,CITY & COUNTY OF SWANSEA,2320.33,Permanent,Engineering,5/02/2012 0:00,South East London,FULL TIME,6/01/2012 0:00
Front End Developer / Designer,SEARCH PARTY,1916.67,Permanent,Engineering,2/01/2013 0:00,Central London,FULL TIME,3/12/2012 0:00
KS**** Teaching Assistant Required in Nottingham,Capita Education,1100,Fixed Term Contract,Teaching,27/08/2013 0:00,Nottingham,0.4 FTE,28/07/2013 0:00
Fleet Manager / fitter,Forces Recruitment Services  Ltd,1625,Permanent,Engineering,30/08/2012 12:00,South Lanarkshire,FULL TIME,1/06/2012 12:00
Test Development Engineer  East Anglia MATLAB / Python / RF,IC 3E,3333.33,Permanent,Engineering,8/10/2013 15:00,Isle Of Wight,FULL TIME,8/09/2013 15:00
Approvals Engineer  East Anglia CE / EMC,IC 3E,3750,Permanent,Engineering,11/09/2012 0:00,Isle Of Wight,FULL TIME,13/07/2012 0:00
Technician  Surrey / Electro / Mechanical Assemblies / PCB,IC 3E,2083.33,Permanent,Engineering,5/09/2013 0:00,South East London,FULL TIME,7/06/2013 0:00
Senior EMC Engineer  Consumer Electronics  Yorkshire,IC 3E,2916.67,Permanent,Engineering,8/09/2012 12:00,Yorkshire and Humberside,FULL TIME,9/08/2012 12:00
Installation Engineer  NT****,JOBG8,1916.67,Permanent,Engineering,17/03/2012 15:00,UK,FULL TIME,17/01/2012 15:00
Lecturer/Senior Lecturer  Preregistration Nursing Adult x **** posts,University of Bedfordshire,3219.67,,Teaching,29/09/2013 12:00,South East England,,31/07/2013 12:00
PR Account Manager  Financial & Professional Services PR,PR Moves,2791.67,Permanent,"PR, Advertising and Marketing",21/04/2013 15:00,London,FULL TIME,21/01/2013 15:00
(Senior) Account Manager  business & technology in a genuinely integrated consultancy,Fabric,2958.33,Permanent,"PR, Advertising and Marketing",15/08/2013 12:00,Central London,FULL TIME,16/06/2013 12:00
Account Director  business & technology in a genuinely integrated consultancy,Fabric,3750,Permanent,"PR, Advertising and Marketing",2/04/2012 0:00,Central London,FULL TIME,3/03/2012 0:00
"Associate Director, Corporate/Consumer Issues",PRF Recruitment,5000,Permanent,"PR, Advertising and Marketing",17/08/2012 0:00,Central London,FULL TIME,19/05/2012 0:00
"Account Director / Senior Account Director – Consumer, Beauty, FMCG",PRF Recruitment,4375,Permanent,"PR, Advertising and Marketing",22/12/2012 15:00,Central London,FULL TIME,23/10/2012 15:00
Account Manager/ Senior Account Manager/ PR / Corporate,Workfish,3083.33,Permanent,"PR, Advertising and Marketing",19/07/2012 15:00,The City,FULL TIME,20/04/2012 15:00
PR / Digital Account Director  Full Service Agency  London  ****K,Workfish,3750,Permanent,"PR, Advertising and Marketing",30/04/2013 15:00,London,FULL TIME,1/03/2013 15:00
Project Accounts Payable Lead,Investigo Ltd,3333.33,Permanent,Finance and Accounting,8/06/2012 15:00,Camberley,FULL TIME,9/05/2012 15:00
Financial System Manager,Probe Resources,4000,Fixed Term Contract,Finance and Accounting,13/11/2013 12:00,West London,,14/09/2013 12:00
Outbound Telemarketing Advisor (Temp to Perm),Berry Recruitment,1656.25,Permanent,Finance and Accounting,24/05/2013 15:00,Exeter,,24/04/2013 15:00
"Senior Fund Accountant, Life Funds, Tax  Edinburgh",Work Place Group,6000,Fixed Term Contract,Finance and Accounting,3/08/2012 15:00,UK,,20/07/2012 15:00
Collections/Customer Service,Osborne Appointments,1354.17,Permanent,Finance and Accounting,27/07/2012 0:00,Milton Keynes,,28/05/2012 0:00
Quality and ComplianceTeam Leader,Link For People Services,1791.67,Permanent,Finance and Accounting,17/04/2012 0:00,South East London,,18/01/2012 0:00
Regional Senior Technical Underwriter,IDEX Consulting LLP,2833.33,Permanent,Finance and Accounting,16/05/2013 12:00,Bristol,,16/04/2013 12:00
Purchase Ledger Person  FT,Spring Personnel,1250,Permanent,Finance and Accounting,30/07/2013 0:00,Nottingham,,31/05/2013 0:00
Portfolio Accountant,Spring Personnel,2291.67,Permanent,Finance and Accounting,18/01/2014 0:00,The City,,20/10/2013 0:00
Production Planner (Financial),Premiere People,1666.67,Permanent,Finance and Accounting,7/03/2013 12:00,UK,,6/01/2013 12:00
"Debt Management Team Leader, Payday Loans)",MedicsPro,3958.33,Permanent,Finance and Accounting,19/10/2012 15:00,East London,,19/09/2012 15:00
Accounts Payable / Accounts Assistant,Fortis Recruitment Solutions,1625,Permanent,Finance and Accounting,11/01/2013 15:00,Reading,,12/11/2012 15:00
Account Handler  Fine Art,Hillman Saunders,1875,Permanent,Finance and Accounting,26/07/2013 12:00,The City,,27/05/2013 12:00
Finance Assistant Cash Book,R21 Media,1537,Permanent,Finance and Accounting,20/12/2013 0:00,Northamptonshire,,21/10/2013 0:00
Finance Accounting Officer,Capita Resourcing,1860.08,Permanent,Finance and Accounting,30/07/2013 0:00,Essex,,31/05/2013 0:00
Accountant (Property Investment),Link For People Services,2083.33,Permanent,Finance and Accounting,8/06/2012 0:00,West London,,10/03/2012 0:00
Investment Reporting Manager  Unit linked funds,Ultimate Banking,3333.33,Permanent,Finance and Accounting,5/07/2012 0:00,UK,,5/06/2012 0:00
"Credit Risk Manager, Collections and Recoveries",Harnham Search Selection,4166.67,Permanent,Finance and Accounting,7/10/2012 15:00,Gloucestershire,,7/09/2012 15:00
PhD Neural Engineering (ERD/ERS in motorimagery),University of Warwick,1583.33,,Teaching,28/08/2012 15:00,UK,,29/06/2012 15:00
ESRC DTC PhD Collaborative Studentship,University of Warwick,1132.5,,Teaching,18/08/2012 0:00,UK,,19/07/2012 0:00
Academic Programme and Quality Manager,Aston University,2780.08,,Teaching,21/04/2013 15:00,UK,,20/02/2013 15:00
Sales Executive/ Business Development Executive/ Recruitment Consultant,Pareto Law,2708.33,Permanent,Sales,13/09/2013 12:00,London,FULL TIME,14/08/2013 12:00
Media Planner Buyer  Luxury Beauty and Cosmetics,Lipton Fleming,2333.33,Permanent,Sales,9/03/2012 15:00,London,FULL TIME,9/01/2012 15:00
Creative Solutions Sales Manager,Oxygen Recruitment Solutions,2708.33,Permanent,Sales,24/08/2012 12:00,London,FULL TIME,25/06/2012 12:00
Intervention Progressions Manager,Edustaff  Ltd,2107.83,Permanent,Teaching,4/05/2013 0:00,Birmingham,,4/04/2013 0:00
Primary Teacher required Part Time,TeacherActive,2700,Fixed Term Contract,Teaching,7/06/2013 12:00,Leicester,,8/04/2013 12:00
Teacher of Design and Technology required for September 2013,Edustaff Bristol Ltd,2214.17,Permanent,Teaching,22/12/2012 15:00,UK,,23/10/2012 15:00
Food Textiles Teacher Required  Hertfordshire (Immediate Start),Teach 24 Ltd,2900,Fixed Term Contract,Teaching,5/03/2013 0:00,UK,,19/02/2013 0:00
Italian Speaker Sales Agent Jobs In Scotland,Pertemps Recruitment Partnership Ltd,1280,Fixed Term Contract,Sales,15/09/2013 12:00,South Lanarkshire,,17/07/2013 12:00
Experienced Geography Teacher,Edustaff  Ltd,2800,Permanent,Teaching,18/04/2012 15:00,West Midlands,,18/02/2012 15:00
Physics Teacher Required (Feb 2013)  Hertfordshire,Teach 24 Ltd,2950,Fixed Term Contract,Teaching,15/01/2014 0:00,Hertfordshire,,16/11/2013 0:00
Part Time Key Stage ****/**** French Teacher Urgently Required,Academics Ltd,2800,,Teaching,23/02/2012 12:00,Brent Cross,0.2 FTE,9/02/2012 12:00
Care (AEC) Regional Trainer  Bristol,Alderwood Education,1845.42,Permanent,Teaching,7/05/2013 15:00,Bristol,,6/02/2013 15:00
Nude Female Life Model,Protocol National,1760,,Teaching,12/09/2013 15:00,South Yorkshire,0.2 FTE,13/08/2013 15:00
2013 NQT Teaching Jobs  Calderdale and Kirklees,Servoca Education Resources,2041.67,Fixed Term Contract,Teaching,28/10/2012 15:00,Halifax,,28/09/2012 15:00
I NEED A PRIMARY SCHOOL TEACHER ASAP,Academics Ltd,2333.33,Permanent,Teaching,12/08/2013 0:00,The City,,13/06/2013 0:00
Child Care (CYPW) NVQ/QCF Assessor,Alderwood Education,1683.33,Permanent,Teaching,23/04/2012 0:00,Northampton,,24/03/2012 0:00
RM Graphics Teacher Required  February Half Term,Teach 24 Ltd,2900,Fixed Term Contract,Teaching,19/11/2012 12:00,Hertfordshire,,20/09/2012 12:00
Community Payback Vocational Trainers (Catering/Horticulture) BLUC****,Blue Octopus Recruitment Limited,2142.08,Permanent,Teaching,21/08/2012 0:00,Stockport,,23/05/2012 0:00
Business Studies  Selective Grammar School  Slough,Academics Ltd,2850,Fixed Term Contract,Teaching,29/11/2013 15:00,Reading,,30/10/2013 15:00
Nursery Operations Manager,JEM Childcare Solutions,3125,Permanent,Teaching,28/11/2012 0:00,Buckinghamshire,,29/10/2012 0:00
Qualified Maths Teacher required for South East London,NP Education,2400,Fixed Term Contract,Teaching,8/10/2012 15:00,Lewisham,,24/09/2012 15:00
Construction Trainer/Instructor,JJ FOX,2502.5,Permanent,Teaching,14/05/2012 0:00,Eastern England,,15/03/2012 0:00
Summer School Housemaster/Mistress,Trent College,1400,Fixed Term Contract,Teaching,26/09/2013 0:00,Nottingham,,28/07/2013 0:00
Cover Supervisors in Wigan Schools,Monarch Education,1140,Fixed Term Contract,Teaching,24/02/2014 15:00,UK,,26/12/2013 15:00
Programmes Coordinator,The Futureworks,2166.67,Permanent,Teaching,1/10/2012 0:00,Coventry,,1/09/2012 0:00
Experienced SEN TA s required to work in Newham,Classroom Ltd,1250,Fixed Term Contract,Teaching,23/01/2013 0:00,London,,24/12/2012 0:00
Nursery Manager Bristol,Hays Specialist Recruitment   Further Education,1083.33,Permanent,Teaching,4/07/2012 0:00,Bristol,,5/05/2012 0:00
Nursery Nurse  Baby Room  Bristol,Hays Specialist Recruitment   Further Education,1333.33,Permanent,Teaching,8/06/2013 15:00,Bristol,,10/03/2013 15:00
Radio Frequency Engineer,Hales Group,3750,Permanent,Engineering,21/09/2012 12:00,Norfolk,,23/07/2012 12:00
Process Improvement Engineer/Process Engineer,5S Recruitment,3125,Permanent,Engineering,28/04/2012 15:00,Cambridgeshire,,28/02/2012 15:00
Site Maintenance Engineer  Networking/TCPIP/Electronics,Perpetual Engineering,2250,Permanent,Engineering,22/07/2013 12:00,Chelmsford,,23/04/2013 12:00
Electrical Admin Assistant,Office Angels,1125,Permanent,Engineering,3/02/2014 15:00,UK,,5/12/2013 15:00
Test Development C Software Engineer,Matchtech Group Plc,3541.67,Permanent,Engineering,19/11/2013 15:00,Stevenage,,20/09/2013 15:00
Electronic Security Service Engineer  Caerphilly,Orange Recruitment,1791.67,Permanent,Engineering,19/01/2014 12:00,Caerphilly,,21/10/2013 12:00
Data Communications Engineer  Caerphilly,Orange Recruitment,2291.67,Permanent,Engineering,10/01/2013 15:00,Caerphilly,,12/10/2012 15:00
HCA  Private Hospital,TTM Health Care,1125,Permanent,Healthcare and Nursing,7/12/2012 15:00,Manchester,,8/10/2012 15:00
Deputy Clinical manager Wimbledon,Social Care Solutions,2708.33,Permanent,Healthcare and Nursing,3/06/2012 12:00,Wimbledon,,4/04/2012 12:00
"Staff Nurse  Tunbridge Wells, Kent",Capita Resourcing,2125,Permanent,Healthcare and Nursing,19/03/2013 15:00,Tunbridge Wells,,18/01/2013 15:00
Band 6 Community Mental Health Practitioner [QSW/RMN,Service Care Solutions,3200,Fixed Term Contract,Healthcare and Nursing,27/12/2013 0:00,Blackpool,,27/11/2013 0:00
"Polymer Chemist  Semiconductor, Hampshire",CK Group ,3125,Permanent,Healthcare and Nursing,5/03/2013 12:00,Hampshire,,4/01/2013 12:00
"Chemist  Concrete, Materials, Hertfordshire",CK Group ,2083.33,Permanent,Healthcare and Nursing,29/10/2013 0:00,Hertfordshire,,31/07/2013 0:00
Experienced Community Nurse required for contracts throughout the UK,Education Professionals,3600,Fixed Term Contract,Healthcare and Nursing,5/11/2013 15:00,UK,,6/10/2013 15:00
Lab Manager,Permanent Futures,2500,Permanent,Healthcare and Nursing,24/12/2013 12:00,West Yorkshire,,24/11/2013 12:00
Research and Development Technician,Permanent Futures,1875,Permanent,Healthcare and Nursing,28/11/2012 15:00,West Yorkshire,,29/09/2012 15:00
RECRUITING RGNS NOW,HCL Nursing,3240.75,Fixed Term Contract,Healthcare and Nursing,14/06/2012 12:00,London,,15/05/2012 12:00
"Staff Nurse, Elderly Nursing Home, Bridgwater",White Recruitment Ltd,2125,Permanent,Healthcare and Nursing,13/06/2013 0:00,Bridgwater,,15/03/2013 0:00
"Registered Manager  small home, Preston",Eclypse Recruitment,2125,Permanent,Healthcare and Nursing,17/08/2012 12:00,Preston,,18/07/2012 12:00
Senior I Radiographer (CT MR),Key Employment,3354.17,Permanent,Healthcare and Nursing,11/06/2012 12:00,Central London,,12/05/2012 12:00
ICT Coordinator,The Recruitment Solution,1875,Permanent,Healthcare and Nursing,27/08/2013 12:00,East Sussex,,28/06/2013 12:00
RGN Staff Nurse  Leighton Buzzard,Social Care Solutions,2291.67,Permanent,Healthcare and Nursing,14/11/2012 0:00,Leighton Buzzard,,15/10/2012 0:00
Residential Care Worker  Children s,Compass Associates,1333.33,Permanent,Healthcare and Nursing,21/11/2013 12:00,Crawley,,22/09/2013 12:00
Trial Support Technician,Adecco,1280,Fixed Term Contract,Healthcare and Nursing,2/10/2013 0:00,Melton Mowbray,,3/08/2013 0:00
"Nursing Home Manager, Bedfordshire",Eclypse Recruitment,3041.67,Permanent,Healthcare and Nursing,2/06/2013 0:00,Bedfordshire,,3/05/2013 0:00
Account/Programme Executive,A1people,2625,Permanent,"PR, Advertising and Marketing",11/06/2013 0:00,Buckinghamshire,,12/04/2013 0:00
Email / Web Designer,International Cruise Excursions,2083.33,Permanent,"PR, Advertising and Marketing",18/02/2013 12:00,UK,,20/12/2012 12:00
Territory Sales Manager Addiction South of England,Simplified Recruitment,3750,Permanent,"PR, Advertising and Marketing",9/11/2013 12:00,Brentwood,,10/10/2013 12:00
Account/Programme Manager,A1people,3333.33,Permanent,"PR, Advertising and Marketing",1/04/2013 15:00,Buckinghamshire,,2/03/2013 15:00
Corporate Fundraising Manager BLUC****,Blue Octopus Recruitment Limited,2500,Permanent,"PR, Advertising and Marketing",5/06/2013 12:00,UK,,7/03/2013 12:00
Marketing Operations Assistant,Randstad Business Support,1416.67,Permanent,"PR, Advertising and Marketing",29/03/2013 15:00,Bradford,,28/01/2013 15:00
Online Marketing Specialist Global BlueChip,BMS Sales and Marketing Specialists,2708.33,Permanent,"PR, Advertising and Marketing",22/08/2013 12:00,Reading,,23/06/2013 12:00
Product Manager Restaurant Brand,BMS Sales and Marketing Specialists,2708.33,Permanent,"PR, Advertising and Marketing",8/11/2013 15:00,Hampshire,,9/10/2013 15:00
Senior PHP Developer / Project Manager,Recruitment Genius,2708.33,Permanent,Information Technology,19/03/2014 0:00,Birmingham,,19/12/2013 0:00
Business Analyst  MVNO Project,Capita Resourcing,6400,Fixed Term Contract,Information Technology,9/05/2013 12:00,Slough,,25/04/2013 12:00
Digital Marketer,Brookstreet UK,1666.67,Permanent,Information Technology,19/11/2012 0:00,Droitwich,,20/10/2012 0:00
dBase Developer,Matchtech Group Plc,3125,Permanent,Information Technology,23/05/2012 15:00,St. Albans,,23/02/2012 15:00
"Web Developer  ASP, ASPNET, PHP, SQL",CBSbutler,2541.67,Permanent,Information Technology,13/01/2013 15:00,Hampshire,,15/10/2012 15:00
Java EE Developer x **** Basingstoke Hampshire 6 months,Parallel Consulting Limited,6500,Fixed Term Contract,Information Technology,9/02/2013 12:00,Hampshire,,10/01/2013 12:00
"PostgreSQL Consultant  PostgreSQL **** Perl, Linux, Datawarehouse",Xperian Recruitment Limited,3416.67,Permanent,Information Technology,15/03/2013 15:00,Cheshire,,14/01/2013 15:00
Websphere ecommerce Java Developer,Seismic Group,2875,Permanent,Information Technology,9/07/2012 0:00,Nottingham,,10/05/2012 0:00
Head of Technical Projects  London,DMA Group,5208.33,Permanent,Information Technology,27/08/2013 0:00,Uxbridge,,28/07/2013 0:00
Essex Senior Modelling Engineer Automotive Simulink,Platform Recruitment,5416.67,Permanent,Information Technology,4/03/2012 12:00,Colchester,,4/01/2012 12:00
"Lead Dynamics NAV Consultant,flexible work from home,****k****k",Nigel Frank International,3958.33,Permanent,Information Technology,2/08/2012 0:00,Reading,,3/06/2012 0:00
Network Administrator  Windows 2008  Reading  ****k,CV Screen Ltd,1291.67,Permanent,Information Technology,27/05/2013 0:00,Reading,,27/04/2013 0:00
Senior Low Latency C++ Developer,Lime People South Yorkshire Limited,4375,Permanent,Information Technology,11/06/2012 0:00,UK,,13/03/2012 0:00
Systems Implementer  Finance,NES UK,3541.67,Permanent,Information Technology,10/11/2012 15:00,Oxford,,11/10/2012 15:00
"Web Developer  ASP, NetNuke",CBSbutler,2500,Permanent,Information Technology,6/06/2012 15:00,Hampshire,,7/05/2012 15:00
Front end Web Developer  ****k  Basingstoke,Spectrum Recruitment,1875,Permanent,Information Technology,18/03/2012 15:00,Basingstoke,,17/02/2012 15:00
Head of IT Operations,Touchpoint Resource Ltd,6666.67,Permanent,Information Technology,26/03/2013 15:00,London,,26/12/2012 15:00
IT Support  Helpdesk 2nd Line,Cooper Lomaz   Bury St Edmunds,2400,Fixed Term Contract,Information Technology,2/11/2012 0:00,Chelmsford,,19/10/2012 0:00
Senior Front End Developer London  ****k Retail,Austin Fraser,4375,Permanent,Information Technology,31/12/2012 0:00,London,,1/12/2012 0:00
E Learning Assistant,Interaction Recruitment,1760,Fixed Term Contract,Information Technology,1/06/2013 12:00,London,,2/04/2013 12:00
Microsoft Exchange Engineer Microsoft Gold Partner,Spectrum Recruitment,2708.33,Permanent,Information Technology,1/06/2013 0:00,Basingstoke,,3/03/2013 0:00
Data Warehouse Developer SAS SQL,Asure Recruit,3333.33,Permanent,Information Technology,11/04/2012 15:00,UK,,12/03/2012 15:00
"Oracle Database Administrator/ Oracle DBA, Southampton, Hampshi",Spectrum Recruitment,2833.33,Permanent,Information Technology,19/03/2013 12:00,UK,,18/01/2013 12:00
2nd Line Support Analyst  (basic programming required),Cooper Lomaz   Bury St Edmunds,1875,Permanent,Information Technology,16/07/2012 12:00,UK,,17/04/2012 12:00
"C/NET Developer 6 Month Contract Cork, Ireland",Vivid Resourcing Ltd,5600,Fixed Term Contract,Information Technology,25/08/2013 12:00,UK,,11/08/2013 12:00
Portfolio/PMO Manager  London,Certes,5000,Permanent,Information Technology,31/12/2013 12:00,The City,,1/11/2013 12:00
QA Engineer Automation Engineer  Content Release,Neil William Associates,4400,Fixed Term Contract,Information Technology,28/09/2013 0:00,Buckinghamshire,,30/07/2013 0:00
Customer Support 3rd line Technical Support Engineer,Taylor Windsor Recruitment Ltd,4166.67,Permanent,Information Technology,28/11/2012 12:00,UK,,30/08/2012 12:00
Test Analyst  SQL London ****k,Gravitas Recruitment Group,3125,Permanent,Information Technology,14/06/2013 15:00,The City,,16/03/2013 15:00
"1st / 2nd Line Service Desk  Windows, Office, XP Landesk",Senitor Associates,1840,Fixed Term Contract,Information Technology,21/09/2012 12:00,Birmingham,,22/08/2012 12:00
"ASPNet/C Web Developer  Winchester, Hampshire",Certes,3645.83,Permanent,Information Technology,23/02/2014 12:00,Winchester,,25/11/2013 12:00
IT/Network Field Engineer South Manchester up to ****,IS RECRUITMENT,1625,Permanent,Information Technology,19/12/2012 15:00,Manchester,,20/09/2012 15:00
"SAP ABAB, BASIS Specialist",100 percent,2791.67,Permanent,Information Technology,2/10/2012 0:00,Basingstoke,,2/09/2012 0:00
Voice and Data Technician  London,Certes,3166.67,Permanent,Information Technology,3/06/2012 0:00,The City,,5/03/2012 0:00
Customer Architect  Berkshire,Clearwater People Solutions,4583.33,Permanent,Information Technology,25/01/2014 0:00,Berkshire,,26/11/2013 0:00
Network Engineer (Cisco Gold Partner),Austin Fraser,3541.67,Permanent,Information Technology,22/09/2012 12:00,UK,,24/06/2012 12:00
Business Analyst (Bids / Tenders / Telecoms),Syntax Consultancy Ltd,7000,Fixed Term Contract,Information Technology,16/12/2013 0:00,North Yorkshire,,17/10/2013 0:00
Business Intelligence Developer  TSQL / SSIS / SSRS / SSAS,EasyWeb Recruitment,3562.5,Permanent,Information Technology,3/04/2013 12:00,Cambridge,,4/03/2013 12:00
SQL DBA  Exclusive Opportunity,CBSbutler,4166.67,Permanent,Information Technology,10/04/2013 15:00,Nottingham,,10/01/2013 15:00
Permanent Test Analyst : Crawley  ****K****K,Clearwater People Solutions,2708.33,Permanent,Information Technology,2/11/2012 15:00,Crawley,,4/08/2012 15:00
Software Engineer (Process Development),Certes,4208.33,Permanent,Information Technology,19/07/2012 12:00,The City,,20/05/2012 12:00
Microsoft Exchange Engineer (Exp of **** mailboxes req),Capita Resourcing,3541.67,Permanent,Information Technology,23/04/2012 0:00,West Malling,,24/01/2012 0:00
"Senior C++ Software Engineer  ****k  ****k  Yeovil, Somerset",Spectrum Recruitment,3333.33,Permanent,Information Technology,19/06/2013 15:00,Yeovil,,20/04/2013 15:00
"Graduate IT Position, ****:**** Above",Kinnect Personnel,2083.33,Permanent,Information Technology,8/11/2013 12:00,London,,10/08/2013 12:00
AppSense Subject Matter Expert,Berry Technical,7480,Fixed Term Contract,Information Technology,27/10/2013 12:00,Huntingdon,,13/10/2013 12:00
Deskside Assist Engineer,Pearson Whiffin Affinity,2250,Permanent,Information Technology,30/08/2013 15:00,The City,,1/07/2013 15:00
"Software Developer  ASPnet, C, SQL, Agile  Global Software Group",GO Partnership,2833.33,Permanent,Information Technology,1/03/2014 12:00,Berkshire,,1/12/2013 12:00
"Software Engineer Wireless, Embedded",re m,3750,Permanent,Information Technology,28/03/2013 0:00,The City,,28/12/2012 0:00
FrontEnd Developer  EMidlands,Real,3400,Fixed Term Contract,Information Technology,7/12/2012 0:00,East Midlands,,7/11/2012 0:00
"IT Project Engineer, Infrastructure Engineer London Based",Parker White Consulting Ltd,3166.67,Permanent,Information Technology,17/01/2013 0:00,London,,19/10/2012 0:00
Senior Hosting Server Engineer  Windows/Vmware  London  ****k,Greywood Associates Ltd,3958.33,Permanent,Information Technology,29/10/2012 0:00,UK,,29/09/2012 0:00
SharePoint Architect x **** (Home Based),Capita Resourcing,5708.33,Permanent,Information Technology,31/05/2012 12:00,London,,1/05/2012 12:00
"Linux (CentOS), Puppet, SVN, LAMP , Systems Administrator",Parallel Consulting Limited,3541.67,Permanent,Information Technology,20/10/2013 12:00,Surrey,,21/08/2013 12:00
IT Product Manager Bedford  ****k to ****k  OTE,Penguin Recruitment,1750,Permanent,Information Technology,21/06/2012 12:00,Bedford,,23/03/2012 12:00
Business Consultant / Business Analyst Warehousing Inventory,Ambis resourcing Partnership,3625,Permanent,Information Technology,16/06/2013 12:00,Portsmouth,,18/03/2013 12:00
Technical/Network Support Analyst/Administrator  Birmingham,Certes,2291.67,Permanent,Information Technology,29/09/2013 0:00,Birmingham,,1/07/2013 0:00
Software Engineer (Telecoms/Communications),Rise Technical Recruitment,2708.33,Permanent,Information Technology,19/10/2013 0:00,Manchester,,20/08/2013 0:00
Compuware Service Reporting Consultant,CBSbutler,7500,Fixed Term Contract,Information Technology,28/12/2012 0:00,Hook,,14/12/2012 0:00
Technical Support Engineer / 2nd Line Support,Mane Contract Services,2083.33,Permanent,Information Technology,29/07/2012 12:00,Watford,,30/04/2012 12:00
Senior Strategy Insight Analyst SAS/SQL Birmingham,G2 Recruitment Ltd,3125,Permanent,Information Technology,21/07/2013 12:00,Birmingham,,22/04/2013 12:00
"Dynamics AX Finance Consultant, Oxfordshire, c****k",Nigel Frank International,4791.67,Permanent,Information Technology,26/06/2013 0:00,Oxfordshire,,27/04/2013 0:00
