account_age,intl_plan,voice_mail_plan,n_voice_mails,n_day_calls,sum_day_charges,n_evening_calls,sum_evening_charges,n_night_calls,sum_night_charges,n_intl_calls,sum_intl_charges,n_customer_service_calls,churn
73,0,0,0.0,45.0,34.56,87.0,12.06,71.0,9.03,6.0,2.3,0.0,0
21,0,0,0.0,95.0,15.74,70.0,13.76,78.0,12.83,3.0,3.05,5.0,1
148,0,1,21.0,135.0,44.69,96.0,12.71,109.0,6.32,4.0,2.19,1.0,0
103,0,0,0.0,91.0,27.34,82.0,13.24,103.0,11.44,3.0,2.3,1.0,0
143,0,1,22.0,116.0,24.11,99.0,14.22,130.0,8.01,3.0,2.11,1.0,0
79,0,1,32.0,62.0,8.6,87.0,17.12,121.0,6.61,4.0,1.13,2.0,0
89,0,0,0.0,59.0,22.93,152.0,13.26,112.0,8.89,5.0,2.75,1.0,0
120,0,0,0.0,110.0,42.86,103.0,19.22,83.0,7.0,3.0,3.73,1.0,0
121,0,1,41.0,95.0,36.64,92.0,20.55,108.0,6.61,3.0,2.59,1.0,0
101,0,0,0.0,66.0,21.22,85.0,21.86,115.0,8.69,4.0,3.62,0.0,0
115,0,0,0.0,114.0,30.38,96.0,23.04,94.0,11.07,5.0,4.43,2.0,0
168,0,0,0.0,131.0,31.14,73.0,15.23,100.0,13.18,5.0,2.67,2.0,0
90,0,0,0.0,96.0,28.48,104.0,11.82,87.0,6.23,1.0,3.51,1.0,0
70,0,0,0.0,105.0,25.01,135.0,17.0,65.0,10.57,9.0,3.38,3.0,0
138,0,0,0.0,107.0,39.12,120.0,18.02,119.0,7.87,4.0,3.56,1.0,0
43,0,0,0.0,125.0,23.09,88.0,13.87,106.0,10.34,3.0,3.4,0.0,0
117,0,1,20.0,98.0,34.97,107.0,11.57,147.0,7.17,3.0,2.35,2.0,0
108,0,0,0.0,105.0,12.55,114.0,12.19,98.0,7.66,3.0,2.94,2.0,0
118,0,0,0.0,119.0,32.18,112.0,19.85,104.0,12.19,1.0,2.7,2.0,0
169,0,0,0.0,115.0,25.02,123.0,13.76,103.0,6.39,6.0,1.94,3.0,0
62,0,1,42.0,95.0,23.34,94.0,15.66,70.0,10.41,3.0,2.75,0.0,0
86,0,0,0.0,125.0,12.02,113.0,17.94,107.0,7.86,0.0,0.0,2.0,0
44,0,0,0.0,117.0,34.78,94.0,17.44,84.0,7.41,5.0,2.89,0.0,0
111,0,0,0.0,88.0,20.93,84.0,18.18,88.0,8.32,2.0,3.24,5.0,1
127,0,1,19.0,115.0,22.05,101.0,13.67,63.0,11.93,3.0,3.29,2.0,0
151,1,0,0.0,70.0,33.78,106.0,17.81,126.0,12.69,4.0,3.35,0.0,0
53,0,0,0.0,116.0,24.67,82.0,19.86,95.0,9.39,5.0,2.13,2.0,0
15,0,0,0.0,101.0,22.98,79.0,12.96,83.0,10.12,5.0,2.27,2.0,0
123,0,1,28.0,105.0,21.2,78.0,21.28,128.0,9.74,8.0,2.11,1.0,0
137,0,0,0.0,76.0,36.7,118.0,12.36,129.0,8.41,4.0,3.27,1.0,0
106,0,0,0.0,142.0,20.26,139.0,19.41,61.0,8.91,9.0,2.27,2.0,0
88,0,0,0.0,116.0,24.53,74.0,13.29,90.0,9.66,10.0,2.11,3.0,0
106,0,0,0.0,121.0,39.98,87.0,18.75,91.0,10.63,4.0,3.19,1.0,0
95,0,0,0.0,57.0,29.58,118.0,23.89,94.0,8.87,2.0,2.62,0.0,0
57,1,0,0.0,65.0,19.55,96.0,10.4,75.0,11.03,1.0,1.73,0.0,1
184,0,0,0.0,93.0,25.79,77.0,15.17,111.0,10.31,8.0,3.54,2.0,0
109,0,0,0.0,102.0,26.03,77.0,19.9,74.0,14.81,9.0,2.67,3.0,0
127,0,0,0.0,93.0,37.16,130.0,12.74,131.0,9.21,5.0,2.48,2.0,0
82,0,0,0.0,122.0,45.08,102.0,15.19,90.0,7.86,9.0,2.89,2.0,0
180,0,0,0.0,134.0,24.36,113.0,15.34,87.0,8.29,4.0,2.73,1.0,0
174,0,0,0.0,98.0,32.35,70.0,21.48,97.0,9.93,9.0,1.94,2.0,0
92,0,0,0.0,60.0,31.4,73.0,22.27,120.0,10.78,6.0,3.32,2.0,1
81,0,0,0.0,99.0,19.6,117.0,19.1,98.0,6.86,2.0,4.86,1.0,0
125,0,0,0.0,108.0,19.21,107.0,14.38,61.0,7.05,5.0,2.48,2.0,1
119,0,0,0.0,100.0,50.01,53.0,19.76,64.0,8.78,1.0,2.43,0.0,1
122,0,0,0.0,86.0,36.65,59.0,14.26,67.0,9.32,8.0,1.73,3.0,0
34,0,0,0.0,80.0,21.9,93.0,17.74,103.0,9.09,7.0,3.78,1.0,0
138,1,1,28.0,117.0,35.9,98.0,26.56,118.0,8.01,2.0,2.89,3.0,1
90,0,1,24.0,82.0,12.1,103.0,15.44,111.0,8.41,1.0,3.48,1.0,0
73,0,0,0.0,121.0,16.13,83.0,21.52,86.0,7.88,2.0,3.83,2.0,0
19,0,0,0.0,116.0,44.1,109.0,22.92,130.0,7.89,3.0,2.57,1.0,1
120,0,1,28.0,123.0,36.69,76.0,24.24,78.0,8.64,3.0,1.86,1.0,0
160,0,0,0.0,113.0,16.58,69.0,22.79,62.0,11.49,4.0,3.56,3.0,0
141,0,0,0.0,121.0,24.91,125.0,14.44,112.0,10.75,5.0,2.21,0.0,0
90,0,0,0.0,72.0,26.84,93.0,19.89,86.0,9.45,5.0,3.29,2.0,0
72,0,0,0.0,117.0,23.78,96.0,19.01,93.0,10.84,4.0,3.43,2.0,0
117,0,1,21.0,112.0,26.04,110.0,22.38,85.0,6.08,7.0,3.21,1.0,0
79,1,0,0.0,134.0,17.6,111.0,27.14,124.0,10.8,4.0,2.27,2.0,0
87,0,0,0.0,119.0,31.59,83.0,16.35,96.0,9.0,4.0,1.78,1.0,0
102,0,0,0.0,56.0,22.02,118.0,30.11,93.0,6.55,3.0,2.94,1.0,0
49,0,0,0.0,91.0,40.22,146.0,18.78,114.0,6.61,2.0,2.4,1.0,0
67,0,0,0.0,107.0,44.27,104.0,17.7,115.0,9.36,2.0,2.7,6.0,0
107,0,0,0.0,100.0,28.44,79.0,13.93,100.0,8.37,5.0,1.81,2.0,0
190,0,0,0.0,101.0,30.97,95.0,18.05,123.0,10.49,4.0,2.51,2.0,0
118,0,0,0.0,80.0,19.21,87.0,12.76,115.0,9.19,4.0,2.92,2.0,0
120,0,0,0.0,133.0,31.57,149.0,19.98,78.0,11.54,6.0,4.56,0.0,0
94,0,0,0.0,114.0,23.15,118.0,14.03,71.0,6.21,5.0,2.59,0.0,0
115,0,1,29.0,81.0,37.84,109.0,16.18,87.0,9.05,2.0,3.11,1.0,0
61,0,0,0.0,67.0,33.54,106.0,22.48,116.0,9.47,6.0,2.43,1.0,0
143,0,1,33.0,130.0,24.04,114.0,15.84,111.0,9.45,6.0,2.08,1.0,0
110,0,0,0.0,69.0,35.36,94.0,8.08,129.0,8.03,11.0,2.16,1.0,0
104,0,0,0.0,92.0,20.15,109.0,15.11,98.0,11.51,4.0,3.27,1.0,0
16,0,0,0.0,65.0,26.04,90.0,19.52,94.0,6.67,8.0,2.89,1.0,0
183,0,0,0.0,87.0,18.41,116.0,15.61,109.0,7.95,2.0,3.65,0.0,0
147,0,0,0.0,92.0,28.66,107.0,15.95,95.0,9.74,8.0,3.89,2.0,0
58,0,0,0.0,116.0,42.02,103.0,25.81,94.0,4.74,2.0,2.51,2.0,1
102,1,0,0.0,81.0,38.11,90.0,20.68,66.0,6.65,8.0,3.24,3.0,0
123,0,0,0.0,98.0,28.37,77.0,18.85,114.0,10.98,4.0,3.46,3.0,0
64,0,1,43.0,100.0,20.13,108.0,12.25,91.0,7.11,6.0,2.3,1.0,0
103,0,0,0.0,62.0,32.45,53.0,19.26,96.0,10.35,3.0,2.11,2.0,0
152,0,0,0.0,60.0,54.03,100.0,13.0,63.0,5.55,7.0,2.81,1.0,1
124,0,0,0.0,112.0,53.04,109.0,15.3,94.0,7.59,4.0,3.46,1.0,1
97,0,0,0.0,121.0,24.82,141.0,17.26,120.0,6.83,2.0,3.59,1.0,0
131,0,0,0.0,95.0,22.37,109.0,15.24,129.0,11.3,3.0,4.19,1.0,1
57,0,1,33.0,105.0,32.88,79.0,19.69,90.0,10.18,11.0,3.0,2.0,0
157,0,0,0.0,92.0,31.47,85.0,18.11,85.0,8.82,5.0,2.3,2.0,0
194,0,0,0.0,106.0,32.86,150.0,14.37,122.0,10.13,4.0,3.19,0.0,0
66,0,0,0.0,107.0,24.89,99.0,16.7,106.0,10.35,2.0,2.11,1.0,0
155,0,0,0.0,90.0,12.1,119.0,25.87,103.0,8.25,4.0,2.32,0.0,0
123,0,0,0.0,104.0,20.94,117.0,16.15,95.0,7.66,5.0,3.48,4.0,1
116,0,0,0.0,90.0,34.85,114.0,11.98,96.0,12.27,4.0,2.03,2.0,0
63,0,0,0.0,78.0,21.88,133.0,20.47,121.0,10.7,6.0,3.46,1.0,0
64,0,0,0.0,78.0,36.87,115.0,17.94,116.0,8.09,5.0,3.08,3.0,0
96,0,0,0.0,122.0,25.5,116.0,18.57,89.0,9.56,1.0,2.65,3.0,0
53,0,0,0.0,106.0,27.9,56.0,17.51,124.0,8.76,2.0,3.08,1.0,0
105,0,0,0.0,113.0,36.04,128.0,19.26,114.0,8.71,7.0,2.4,3.0,0
53,0,1,37.0,99.0,28.44,99.0,16.55,112.0,10.65,9.0,3.24,2.0,0
101,0,0,0.0,130.0,26.25,101.0,18.46,52.0,8.34,4.0,3.75,1.0,0
129,0,1,30.0,95.0,30.14,102.0,18.0,108.0,10.81,7.0,2.51,3.0,0
122,0,0,0.0,141.0,39.3,136.0,22.76,100.0,10.81,5.0,2.38,1.0,1
163,0,0,0.0,100.0,34.49,46.0,15.18,116.0,9.17,3.0,3.46,5.0,0
93,0,0,0.0,120.0,25.43,85.0,17.06,107.0,8.15,9.0,3.86,0.0,0
115,1,0,0.0,81.0,58.7,106.0,17.29,107.0,9.79,8.0,3.19,1.0,1
25,0,0,0.0,80.0,45.03,66.0,23.9,80.0,7.47,4.0,2.27,1.0,1
73,0,0,0.0,92.0,20.74,114.0,11.76,128.0,10.09,5.0,1.57,1.0,0
120,0,0,0.0,88.0,30.12,99.0,22.98,90.0,10.42,2.0,3.78,2.0,0
196,0,0,0.0,80.0,22.63,120.0,17.55,96.0,9.97,8.0,2.78,1.0,0
97,0,0,0.0,90.0,38.27,127.0,23.76,103.0,10.52,4.0,2.38,0.0,1
148,0,0,0.0,120.0,35.43,99.0,14.82,105.0,13.98,4.0,3.02,1.0,0
85,0,1,30.0,107.0,29.43,101.0,21.01,104.0,7.14,5.0,3.11,1.0,0
86,1,0,0.0,131.0,27.61,102.0,14.2,118.0,5.8,2.0,3.08,2.0,1
78,0,1,13.0,93.0,47.8,101.0,15.15,129.0,10.99,5.0,1.73,2.0,0
106,0,0,0.0,89.0,35.41,67.0,14.4,90.0,4.59,4.0,4.29,3.0,0
147,0,1,38.0,126.0,41.38,109.0,23.27,91.0,12.73,8.0,3.81,2.0,0
145,0,0,0.0,89.0,38.11,121.0,26.77,121.0,8.23,3.0,4.35,1.0,1
91,0,0,0.0,100.0,32.18,107.0,20.34,89.0,4.04,3.0,2.67,3.0,0
81,0,1,46.0,124.0,28.61,103.0,23.03,98.0,10.01,2.0,1.81,4.0,0
116,0,1,24.0,90.0,39.59,94.0,12.93,82.0,15.49,6.0,2.89,1.0,0
69,0,1,37.0,98.0,26.35,105.0,12.1,117.0,6.47,4.0,1.59,1.0,0
135,0,0,0.0,130.0,26.25,90.0,17.32,59.0,7.14,3.0,3.19,0.0,0
73,0,0,0.0,102.0,39.9,110.0,16.63,71.0,11.4,8.0,2.27,2.0,0
48,0,0,0.0,88.0,40.8,117.0,11.99,137.0,5.8,9.0,1.92,1.0,0
125,1,0,0.0,78.0,50.73,142.0,22.99,84.0,4.83,2.0,3.29,0.0,1
100,0,0,0.0,102.0,28.22,97.0,20.07,93.0,6.04,4.0,2.94,1.0,0
165,0,1,33.0,140.0,18.97,111.0,18.13,115.0,12.04,3.0,4.32,0.0,0
64,0,0,0.0,98.0,29.67,103.0,15.32,89.0,8.06,2.0,2.89,2.0,0
116,1,1,27.0,137.0,29.84,60.0,17.9,121.0,13.27,5.0,1.86,1.0,0
147,1,1,35.0,109.0,26.78,67.0,16.12,76.0,10.22,2.0,3.0,3.0,1
115,0,0,0.0,113.0,35.05,102.0,14.99,119.0,13.37,7.0,2.97,1.0,0
84,0,1,35.0,138.0,35.28,116.0,17.09,107.0,7.4,16.0,2.03,4.0,0
86,0,1,16.0,105.0,24.62,111.0,17.53,117.0,11.49,2.0,3.13,4.0,0
134,0,0,0.0,85.0,44.0,114.0,11.01,106.0,8.71,7.0,2.94,2.0,0
105,0,0,0.0,106.0,38.57,77.0,15.49,107.0,9.18,2.0,3.13,0.0,1
88,0,0,0.0,119.0,25.99,107.0,14.55,106.0,11.57,5.0,3.24,2.0,0
90,0,1,27.0,51.0,26.64,118.0,20.1,111.0,5.54,6.0,3.4,2.0,0
86,0,0,0.0,85.0,25.64,88.0,25.15,104.0,11.12,1.0,3.38,1.0,0
37,0,0,0.0,126.0,37.57,110.0,17.38,98.0,5.31,3.0,1.84,4.0,0
141,0,1,32.0,92.0,54.81,107.0,24.07,111.0,9.43,3.0,1.81,1.0,1
148,0,0,0.0,148.0,26.11,87.0,22.28,99.0,10.15,3.0,2.65,2.0,0
163,0,1,22.0,91.0,36.57,102.0,11.81,109.0,6.58,2.0,3.35,2.0,0
89,0,1,35.0,108.0,29.65,100.0,16.72,74.0,5.73,3.0,3.19,1.0,0
63,0,0,0.0,126.0,30.69,98.0,19.55,73.0,10.46,3.0,2.86,0.0,0
102,0,0,0.0,106.0,20.93,102.0,15.47,75.0,11.01,7.0,3.4,2.0,0
76,0,0,0.0,94.0,28.17,80.0,21.88,114.0,7.69,4.0,2.7,1.0,0
104,0,0,0.0,92.0,34.03,87.0,10.09,65.0,10.65,6.0,1.62,2.0,0
109,0,0,0.0,82.0,26.32,109.0,24.45,80.0,9.38,9.0,1.59,3.0,0
105,0,0,0.0,116.0,21.32,95.0,22.23,104.0,10.87,9.0,3.08,2.0,0
63,0,1,33.0,111.0,31.31,89.0,26.57,55.0,11.88,4.0,3.29,1.0,0
105,0,1,24.0,99.0,46.7,118.0,16.45,109.0,13.48,3.0,2.92,3.0,0
68,1,1,39.0,140.0,24.14,89.0,20.54,72.0,13.59,5.0,3.05,1.0,0
63,1,1,21.0,99.0,25.76,89.0,12.56,114.0,9.47,4.0,2.7,1.0,0
74,0,0,0.0,114.0,21.22,121.0,11.31,85.0,7.21,7.0,2.86,3.0,0
76,0,0,0.0,85.0,30.46,66.0,18.95,113.0,8.47,2.0,3.35,0.0,0
91,1,0,0.0,110.0,41.89,98.0,15.47,106.0,7.09,2.0,3.27,2.0,1
101,0,0,0.0,114.0,39.56,123.0,15.84,122.0,6.9,6.0,3.11,5.0,0
116,0,0,0.0,120.0,48.96,90.0,21.74,99.0,10.5,4.0,3.62,0.0,1
131,0,1,23.0,145.0,29.04,93.0,20.12,100.0,13.25,1.0,3.43,1.0,0
84,0,0,0.0,114.0,36.74,107.0,16.79,104.0,9.8,3.0,2.65,1.0,0
104,0,0,0.0,100.0,23.58,58.0,18.31,98.0,7.39,4.0,1.32,2.0,0
108,0,0,0.0,112.0,35.82,73.0,20.29,90.0,11.41,5.0,2.48,3.0,0
111,0,0,0.0,117.0,30.91,91.0,13.44,123.0,11.98,9.0,2.62,0.0,0
155,0,1,30.0,103.0,10.47,110.0,21.68,96.0,10.17,5.0,3.35,1.0,0
66,0,0,0.0,85.0,35.31,112.0,16.72,83.0,11.78,3.0,1.84,1.0,0
64,0,0,0.0,73.0,37.26,65.0,14.2,119.0,7.26,5.0,2.7,1.0,0
69,0,0,0.0,122.0,38.59,111.0,21.99,87.0,7.64,1.0,2.4,2.0,0
116,0,0,0.0,73.0,41.8,87.0,20.41,89.0,7.14,5.0,2.4,3.0,0
101,0,0,0.0,84.0,43.74,115.0,15.71,109.0,4.9,7.0,3.65,0.0,0
15,0,0,0.0,130.0,20.59,86.0,18.36,33.0,10.58,5.0,4.35,2.0,0
88,0,0,0.0,136.0,51.26,72.0,21.9,118.0,5.98,2.0,3.62,4.0,1
197,0,0,0.0,96.0,39.76,111.0,18.61,109.0,8.23,3.0,2.57,0.0,0
50,1,0,0.0,108.0,16.93,102.0,26.24,62.0,7.25,6.0,3.7,2.0,1
172,0,0,0.0,123.0,28.87,94.0,15.56,72.0,17.77,7.0,3.43,2.0,0
188,1,1,26.0,115.0,33.8,67.0,14.16,118.0,8.93,3.0,3.89,1.0,1
85,1,0,0.0,86.0,19.75,127.0,19.52,109.0,9.19,3.0,2.73,3.0,0
103,1,0,0.0,128.0,43.5,92.0,11.98,130.0,13.9,2.0,3.27,1.0,1
136,0,1,27.0,84.0,31.91,147.0,18.79,110.0,6.56,4.0,2.7,3.0,0
155,0,1,21.0,91.0,33.3,84.0,18.18,111.0,3.97,4.0,2.32,0.0,0
145,0,0,0.0,97.0,22.0,101.0,15.76,106.0,9.21,2.0,0.3,2.0,0
116,0,1,12.0,108.0,37.57,118.0,12.84,80.0,8.06,6.0,2.43,2.0,0
152,0,0,0.0,92.0,23.89,96.0,15.88,89.0,10.22,5.0,2.57,2.0,0
65,1,0,0.0,123.0,47.24,112.0,13.24,71.0,11.56,10.0,2.48,0.0,1
180,0,0,0.0,105.0,38.23,101.0,21.25,73.0,9.72,5.0,1.81,3.0,1
67,0,0,0.0,117.0,18.55,124.0,18.48,141.0,8.48,6.0,3.46,0.0,0
60,0,0,0.0,109.0,35.33,112.0,10.5,115.0,13.12,9.0,1.54,0.0,0
138,0,0,0.0,96.0,35.0,94.0,21.85,63.0,9.4,8.0,3.27,0.0,0
44,0,0,0.0,139.0,52.46,94.0,12.82,66.0,8.94,3.0,1.97,4.0,1
25,0,0,0.0,69.0,41.24,117.0,17.77,82.0,9.89,6.0,3.89,2.0,0
145,0,0,0.0,82.0,39.03,103.0,11.74,109.0,11.29,3.0,0.89,1.0,0
122,0,1,28.0,62.0,28.22,88.0,19.88,84.0,7.65,3.0,2.08,2.0,0
121,0,0,0.0,126.0,24.62,82.0,17.05,81.0,9.4,9.0,3.59,0.0,1
55,1,0,0.0,77.0,18.04,100.0,10.5,92.0,4.34,3.0,3.48,0.0,0
77,0,0,0.0,84.0,37.71,125.0,14.11,72.0,9.46,4.0,3.56,1.0,0
12,0,0,0.0,98.0,34.78,90.0,18.06,95.0,8.19,7.0,2.65,2.0,0
64,0,0,0.0,93.0,36.3,114.0,14.16,78.0,5.49,3.0,3.81,3.0,0
92,0,1,44.0,95.0,25.84,73.0,23.37,121.0,7.31,1.0,2.7,2.0,0
125,1,1,29.0,81.0,44.34,112.0,13.91,117.0,12.23,6.0,4.59,1.0,1
160,0,0,0.0,117.0,28.29,129.0,26.95,121.0,7.22,2.0,2.7,1.0,0
79,0,0,0.0,83.0,30.24,84.0,14.22,142.0,10.07,8.0,4.1,0.0,0
36,0,0,0.0,97.0,39.97,104.0,16.73,110.0,11.69,7.0,1.89,3.0,0
102,0,0,0.0,92.0,31.76,123.0,14.76,131.0,11.29,4.0,2.62,2.0,0
138,1,0,0.0,81.0,45.63,115.0,14.82,96.0,8.71,4.0,3.13,1.0,0
164,0,0,0.0,95.0,32.66,94.0,21.23,100.0,5.97,3.0,1.97,3.0,0
125,0,0,0.0,82.0,40.92,85.0,22.9,74.0,8.42,3.0,2.73,0.0,1
72,0,0,0.0,113.0,30.58,112.0,12.73,79.0,7.57,7.0,2.65,2.0,0
74,0,0,0.0,86.0,53.4,99.0,18.9,121.0,11.66,5.0,3.32,3.0,1
134,0,1,41.0,82.0,27.54,77.0,27.6,112.0,7.2,5.0,3.21,0.0,0
145,0,0,0.0,89.0,29.89,119.0,23.32,69.0,10.2,4.0,3.35,1.0,0
136,0,0,0.0,91.0,18.6,111.0,17.64,107.0,6.08,5.0,3.13,0.0,0
209,0,0,0.0,124.0,43.37,110.0,19.6,69.0,9.81,5.0,2.3,3.0,1
66,1,0,0.0,84.0,35.48,88.0,14.73,107.0,11.91,3.0,2.24,3.0,0
152,0,1,20.0,108.0,36.48,82.0,8.21,145.0,7.68,5.0,2.13,1.0,0
162,0,0,0.0,121.0,8.36,136.0,12.23,97.0,9.14,13.0,3.27,1.0,0
72,0,0,0.0,133.0,24.02,96.0,11.47,97.0,10.24,3.0,3.02,2.0,0
101,0,0,0.0,89.0,43.04,114.0,20.22,85.0,6.94,7.0,2.62,4.0,0
125,0,0,0.0,128.0,35.02,71.0,16.84,116.0,6.12,3.0,3.56,0.0,0
46,0,0,0.0,105.0,6.87,83.0,14.65,89.0,6.53,2.0,2.43,2.0,0
132,0,0,0.0,104.0,49.5,132.0,19.91,87.0,8.63,3.0,2.4,1.0,1
193,0,1,31.0,58.0,12.1,105.0,10.6,108.0,7.0,3.0,3.16,0.0,0
63,0,0,0.0,69.0,44.51,135.0,20.83,94.0,9.09,4.0,3.97,0.0,1
124,0,0,0.0,134.0,32.52,113.0,22.23,111.0,8.2,3.0,2.7,1.0,0
144,0,0,0.0,101.0,22.66,127.0,21.72,68.0,10.29,2.0,3.13,0.0,0
116,0,1,24.0,138.0,31.21,90.0,17.32,89.0,7.51,3.0,1.62,2.0,0
189,0,1,30.0,116.0,26.38,50.0,16.62,108.0,7.65,6.0,4.16,1.0,0
97,0,1,28.0,93.0,48.13,98.0,15.76,78.0,14.08,8.0,1.65,1.0,0
137,0,1,50.0,94.0,31.71,106.0,15.13,100.0,9.7,4.0,3.27,2.0,0
142,0,1,38.0,104.0,27.76,114.0,11.56,127.0,11.21,6.0,1.16,0.0,0
84,0,0,0.0,125.0,34.58,88.0,15.55,121.0,9.62,2.0,3.73,1.0,0
119,0,1,19.0,110.0,30.28,100.0,18.09,123.0,10.18,6.0,2.7,1.0,0
158,0,0,0.0,103.0,33.3,95.0,7.57,82.0,13.6,3.0,2.78,1.0,0
50,0,0,0.0,127.0,50.2,100.0,10.83,105.0,7.51,6.0,2.59,1.0,0
98,0,0,0.0,82.0,23.14,118.0,13.29,83.0,7.15,5.0,2.73,2.0,0
101,0,1,24.0,95.0,19.4,86.0,13.73,90.0,7.93,9.0,3.51,2.0,0
182,0,0,0.0,124.0,47.45,108.0,15.34,104.0,9.79,11.0,2.57,2.0,1
51,0,0,0.0,111.0,28.78,69.0,11.86,87.0,8.87,3.0,3.24,0.0,0
117,0,0,0.0,94.0,36.45,149.0,11.73,102.0,6.69,1.0,2.67,2.0,0
92,1,0,0.0,125.0,43.49,111.0,12.13,101.0,8.15,3.0,3.16,0.0,0
86,0,0,0.0,71.0,25.19,91.0,24.23,155.0,7.49,3.0,1.67,2.0,0
122,0,0,0.0,93.0,20.28,103.0,19.03,122.0,9.54,4.0,2.35,2.0,0
156,0,1,27.0,137.0,32.69,115.0,16.99,112.0,10.99,8.0,4.0,1.0,0
127,0,0,0.0,91.0,41.68,92.0,18.46,128.0,10.94,6.0,3.75,0.0,1
130,1,0,0.0,106.0,36.75,86.0,30.91,123.0,5.7,2.0,4.56,5.0,1
158,0,0,0.0,114.0,29.31,69.0,21.81,104.0,10.59,0.0,0.0,2.0,0
145,1,1,30.0,107.0,29.8,116.0,13.03,85.0,10.51,3.0,3.0,1.0,0
90,1,1,26.0,104.0,28.73,104.0,16.05,76.0,9.6,3.0,3.59,0.0,1
127,0,1,27.0,113.0,0.44,102.0,21.59,156.0,10.92,5.0,2.48,3.0,0
109,0,0,0.0,143.0,31.3,105.0,17.99,116.0,10.93,2.0,2.67,1.0,0
88,0,0,0.0,90.0,30.92,87.0,12.88,100.0,6.44,3.0,2.03,1.0,0
101,0,1,9.0,116.0,27.22,121.0,17.85,65.0,6.26,9.0,2.92,0.0,0
171,0,0,0.0,122.0,32.27,85.0,14.76,84.0,11.57,1.0,2.78,0.0,0
21,0,0,0.0,142.0,37.94,114.0,18.4,111.0,9.66,2.0,3.35,1.0,0
145,0,1,31.0,94.0,36.72,123.0,19.13,109.0,10.56,1.0,2.89,2.0,0
90,0,0,0.0,124.0,33.75,100.0,22.66,80.0,10.95,7.0,2.16,2.0,0
33,0,0,0.0,115.0,27.12,118.0,16.61,86.0,4.61,7.0,1.92,1.0,0
61,0,1,40.0,78.0,17.85,100.0,15.35,115.0,7.83,2.0,2.75,2.0,1
107,0,0,0.0,108.0,34.77,110.0,13.8,102.0,6.98,1.0,3.62,3.0,0
147,0,0,0.0,92.0,46.58,82.0,19.7,83.0,12.76,1.0,1.67,0.0,1
117,0,0,0.0,84.0,26.98,91.0,15.44,67.0,7.98,10.0,2.08,2.0,0
95,0,0,0.0,116.0,39.08,110.0,17.2,105.0,7.71,6.0,3.83,1.0,0
186,0,0,0.0,97.0,23.43,118.0,15.95,85.0,6.59,6.0,2.35,1.0,0
128,0,0,0.0,94.0,30.5,92.0,22.98,88.0,8.59,4.0,2.13,0.0,0
55,0,1,39.0,101.0,23.68,117.0,15.16,104.0,11.09,1.0,2.19,3.0,0
134,0,0,0.0,86.0,1.33,100.0,14.57,80.0,8.39,2.0,3.48,2.0,0
96,0,1,23.0,88.0,31.13,89.0,12.53,108.0,15.76,7.0,3.05,1.0,0
107,0,0,0.0,79.0,35.17,117.0,22.3,69.0,6.72,3.0,2.89,0.0,0
123,0,0,0.0,106.0,23.8,101.0,13.06,87.0,2.25,1.0,3.38,2.0,0
35,0,0,0.0,59.0,30.46,101.0,24.08,83.0,12.84,7.0,1.57,2.0,0
74,0,0,0.0,136.0,30.16,104.0,20.43,133.0,10.68,3.0,3.24,0.0,0
130,0,0,0.0,129.0,19.65,104.0,14.26,124.0,6.38,9.0,3.4,1.0,0
137,1,0,0.0,103.0,40.34,84.0,15.02,81.0,11.85,4.0,3.83,0.0,1
88,0,0,0.0,116.0,30.86,119.0,15.9,96.0,9.91,7.0,2.84,1.0,0
80,0,0,0.0,90.0,8.76,98.0,13.94,80.0,7.62,4.0,2.57,3.0,0
116,0,1,19.0,104.0,26.47,118.0,15.76,116.0,8.67,2.0,2.21,3.0,0
123,0,1,23.0,88.0,41.65,105.0,22.53,108.0,10.79,3.0,4.02,2.0,0
120,0,0,0.0,99.0,22.39,109.0,13.86,116.0,9.05,3.0,2.89,1.0,0
146,1,0,0.0,126.0,18.89,95.0,26.64,82.0,9.71,6.0,2.84,1.0,0
106,0,1,9.0,100.0,15.05,109.0,27.61,86.0,3.6,4.0,2.21,3.0,0
121,0,1,44.0,85.0,19.72,120.0,12.76,98.0,11.11,2.0,3.24,1.0,0
137,0,0,0.0,81.0,26.44,94.0,11.31,77.0,11.39,2.0,2.46,1.0,0
84,0,1,30.0,65.0,18.11,108.0,19.18,61.0,8.49,3.0,1.54,2.0,0
67,0,1,31.0,68.0,29.78,73.0,16.93,99.0,9.89,6.0,3.56,1.0,0
161,0,0,0.0,84.0,26.3,125.0,15.11,90.0,7.78,2.0,1.59,4.0,1
134,0,1,34.0,105.0,42.02,133.0,19.17,76.0,8.38,5.0,1.65,2.0,1
62,1,1,32.0,93.0,37.13,132.0,20.12,137.0,8.65,3.0,3.56,0.0,1
120,0,1,24.0,81.0,38.68,71.0,19.97,128.0,7.49,13.0,2.43,1.0,0
130,0,1,30.0,117.0,31.45,141.0,21.21,103.0,7.1,7.0,2.0,0.0,0
20,0,0,0.0,89.0,31.76,51.0,21.54,105.0,12.29,6.0,3.32,2.0,0
68,0,0,0.0,119.0,27.0,105.0,18.0,101.0,8.91,3.0,2.78,1.0,0
112,0,0,0.0,150.0,35.48,104.0,18.09,98.0,8.01,4.0,2.3,0.0,0
77,0,0,0.0,95.0,31.6,98.0,18.02,81.0,12.7,4.0,3.05,3.0,0
